state_code,state_fips,state_name,county_fips,county_name,county_population,last_updated,date,weekday,covid,grade_total,n_grade_total,daily_distance_diff,grade_distance,n_grade_distance,daily_visitation_diff,grade_visitation,n_grade_visitation,encounters_rate,grade_encounters,n_grade_encounters
FL,12,Florida,12127,Volusia County,547538,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,C-,2.7,-0.36910906654804776,D,2,-0.71338452114094,A,5,0.86237951977934957,F,1
FL,12,Florida,12017,Citrus County,147929,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,F,1,-0.19168373266160454,F,1,-0.53248479705840757,F,1,-0.34221992191139283,F,1
FL,12,Florida,12099,Palm Beach County,1485941,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,C,3,-0.52475947052591465,C,3,-0.73281147538298008,A,5,0.70635139081371578,F,1
FL,12,Florida,12027,DeSoto County,37489,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,D+,2.3,-0.37428124566529825,D,2,-0.49418013334840094,F,1,-0.90449396572124463,B,4
FL,12,Florida,12063,Jackson County,48305,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,D,2,-0.18367830761946938,F,1,-0.4658647009790301,F,1,-0.86305684565764051,B,4
FL,12,Florida,12079,Madison County,18529,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,D+,2.3,-0.22583209424987624,F,1,-0.54777070063694266,F,1,-0.9802978703181161,A,5
FL,12,Florida,12011,Broward County,1951260,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,C+,3.3,-0.57261413826839436,B,4,-0.72717729087503069,A,5,2.8765109394706849,F,1
FL,12,Florida,12015,Charlotte County,184998,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,D,2,-0.35209999186030566,D,2,-0.61027409020971723,C,3,0.14518769518934849,F,1
FL,12,Florida,12115,Sarasota County,426718,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,C-,2.7,-0.47659782602740092,C,3,-0.66165610256323693,B,4,1.19229178728499,F,1
FL,12,Florida,12053,Hernando County,190865,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,F,1.3,-0.39606571418701347,D,2,-0.53046276339698084,F,1,0.649911337250811,F,1
FL,12,Florida,12061,Indian River County,157413,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,C-,2.7,-0.37388157791508148,D,2,-0.70227972889710411,A,5,-0.067936718447020983,F,1
FL,12,Florida,12001,Alachua County,269956,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,C,3,-0.45026215471665665,C,3,-0.73204016646375392,A,5,-0.32041937467739245,F,1
FL,12,Florida,12103,Pinellas County,975280,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,C+,3.3,-0.559696810507424,B,4,-0.71938853354041865,A,5,8.8539115379540068,F,1
FL,12,Florida,12111,St. Lucie County,321128,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,D,2,-0.33642069001163555,D,2,-0.61281949643984435,C,3,0.71442768447483762,F,1
FL,12,Florida,12079,Madison County,18529,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,C,3,-0.15918964254604248,F,1,-0.6385390428211587,C,3,-0.969234920521102,A,5
FL,12,Florida,12087,Monroe County,75027,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,B,4,-0.54090690309242262,C,3,-0.78739048616044172,A,5,-0.92369439321481639,B,4
FL,12,Florida,12007,Bradford County,27732,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,D-,1.7,-0.22377799104800311,F,1,-0.49664929262844376,F,1,-0.77668320565839455,C,3
FL,12,Florida,12007,Bradford County,27732,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,D+,2.3,-0.42741347475632435,C,3,-0.4025861535606014,F,1,-0.77781852235560656,C,3
FL,12,Florida,12101,Pasco County,539630,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,D,2,-0.30730674314279333,D,2,-0.60095410850486575,C,3,2.5026086468992643,F,1
FL,12,Florida,12045,Gulf County,16164,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,B,4,-0.48688293272758282,C,3,,,,-0.97216889039853793,A,5
FL,12,Florida,12077,Liberty County,8457,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,C,3,-0.14938899226013483,F,1,,,,-0.9940670165696478,A,5
FL,12,Florida,12113,Santa Rosa County,179349,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,F,1.3,-0.29070896632725163,D,2,-0.49191754026049506,F,1,-0.025731109733658886,F,1
FL,12,Florida,12105,Polk County,708009,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,D+,2.3,-0.44637676624640477,C,3,-0.624861156883567,C,3,0.39614310736819069,F,1
FL,12,Florida,12067,Lafayette County,8732,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,C,3,-0.16189363602977538,F,1,,,,-0.99015693041561115,A,5
FL,12,Florida,12121,Suwannee County,44191,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,D,2,-0.20415139058657644,F,1,-0.33157065406083913,F,1,-0.85292448489906914,B,4
FL,12,Florida,12069,Lake County,356495,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,D-,1.7,-0.32517684727557344,D,2,-0.59518838999286694,D,2,0.77012146854745822,F,1
FL,12,Florida,12121,Suwannee County,44191,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,D+,2.3,-0.34236289372094797,D,2,-0.2244884289493955,F,1,-0.8720936456587548,B,4
FL,12,Florida,12011,Broward County,1951260,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,C+,3.3,-0.61292400686955528,B,4,-0.71750188060483633,A,5,2.9403879833113069,F,1
FL,12,Florida,12023,Columbia County,70503,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,D-,1.7,-0.3398318134980553,D,2,-0.52497359918863251,F,1,-0.59964345467918156,D,2
FL,12,Florida,12029,Dixie County,16700,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,B-,3.5,-0.27939614578185362,D,2,,,,-0.9878937574823804,A,5
FL,12,Florida,12119,Sumter County,128754,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,D-,1.7,-0.26553196590427997,D,2,-0.57115724010421043,D,2,-0.2491037241400732,F,1
FL,12,Florida,12077,Liberty County,8457,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,B-,3.5,-0.34333407133345395,D,2,,,,-0.99492752561679809,A,5
FL,12,Florida,12133,Washington County,24880,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,D,2,-0.24416752427038751,F,1,-0.38559567484070284,F,1,-0.90161960285007947,B,4
FL,12,Florida,12123,Taylor County,21623,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,C-,2.7,-0.3997616376039797,D,2,-0.3168399665351978,F,1,-0.9623289334081625,A,5
FL,12,Florida,12083,Marion County,359977,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,D-,1.7,-0.37675668074264795,D,2,-0.57769869513641758,D,2,-0.18220385531778616,F,1
FL,12,Florida,12049,Hardee County,27245,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,D+,2.3,-0.2825026993558567,D,2,-0.31922985500356549,F,1,-0.913184886820248,B,4
FL,12,Florida,12087,Monroe County,75027,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,B+,4.3,-0.65741760732721211,B,4,-0.75938837062495612,A,5,-0.92536302624202,B,4
FL,12,Florida,12129,Wakulla County,32461,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,C-,2.7,-0.23283163565888546,F,1,-0.66374346709185938,B,4,-0.80869744672839572,C,3
FL,12,Florida,12037,Franklin County,11736,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,B-,3.5,-0.32809280813697911,D,2,,,,-0.97626965473827831,A,5
FL,12,Florida,12089,Nassau County,85832,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,D+,2.3,-0.32093177953501034,D,2,-0.66135918511173575,B,4,-0.38308629345049816,F,1
FL,12,Florida,12081,Manatee County,394855,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,C-,2.7,-0.42754529296932414,C,3,-0.66171029132948367,B,4,1.0466309481333322,F,1
FL,12,Florida,12073,Leon County,292502,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,C,3,-0.44937948126709765,C,3,-0.72149178388881852,A,5,0.43797094007277582,F,1
FL,12,Florida,12103,Pinellas County,975280,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,C,3,-0.48233566904464825,C,3,-0.712697792537605,A,5,10.197046022450088,F,1
FL,12,Florida,12067,Lafayette County,8732,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,C,3,-0.24989184285867216,F,1,,,,-0.984117623314681,A,5
FL,12,Florida,12043,Glades County,13724,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,C,3,-0.073591471646013581,F,1,,,,-0.9935126761655525,A,5
FL,12,Florida,12043,Glades County,13724,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,C,3,-0.1196462718154381,F,1,,,,-0.9923201534018673,A,5
FL,12,Florida,12117,Seminole County,467832,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,C-,2.7,-0.45064152176812605,C,3,-0.67172295928951764,B,4,5.3387580083371269,F,1
FL,12,Florida,12086,Miami-Dade County,2761581,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,C+,3.3,-0.58232709687163231,B,4,-0.75228199099727078,A,5,1.7643558546916736,F,1
FL,12,Florida,12051,Hendry County,41556,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,C,3,-0.27926088937889315,D,2,-0.60517623285275712,C,3,-0.93084420838955129,B,4
FL,12,Florida,12071,Lee County,754610,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,C,3,-0.43092290451792181,C,3,-0.701308466945933,A,5,2.5485016623026544,F,1
FL,12,Florida,12003,Baker County,28355,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,D-,1.7,-0.24226483274223853,F,1,-0.38526044186421543,F,1,-0.76447854941686566,C,3
FL,12,Florida,12057,Hillsborough County,1436888,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,C-,2.7,-0.51852279093544973,C,3,-0.69356090029009054,B,4,3.0762339172986204,F,1
FL,12,Florida,12131,Walton County,71375,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,C,3,-0.32709187136623663,D,2,-0.703823559155305,A,5,-0.73489030404611122,D,2
FL,12,Florida,12019,Clay County,216072,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,D-,1.7,-0.29333206363851577,D,2,-0.57364058904047777,D,2,1.0453924293381118,F,1
FL,12,Florida,12069,Lake County,356495,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,D,2,-0.43811251152806424,C,3,-0.5912297441504395,D,2,0.75030145238165691,F,1
FL,12,Florida,12081,Manatee County,394855,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,D+,2.3,-0.50799518152456913,C,3,-0.6493171952552439,C,3,0.81893885940042943,F,1
FL,12,Florida,12115,Sarasota County,426718,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,C-,2.7,-0.43284278611204596,C,3,-0.69052652470838,B,4,1.3989938469673757,F,1
FL,12,Florida,12099,Palm Beach County,1485941,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,C,3,-0.53703145941357766,C,3,-0.71370525971565557,A,5,0.70594839918630159,F,1
FL,12,Florida,12051,Hendry County,41556,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,D,2,-0.24858974142313381,F,1,-0.53392572339940758,F,1,-0.91737618780759711,B,4
FL,12,Florida,12113,Santa Rosa County,179349,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,F,1.3,-0.32203185957330649,D,2,-0.46607494977088065,F,1,0.044975686958845351,F,1
FL,12,Florida,12059,Holmes County,19477,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,D+,2.3,-0.21217537040873344,F,1,-0.51793496480053636,F,1,-0.95390418521141251,A,5
FL,12,Florida,12005,Bay County,185287,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,C-,2.7,-0.47891012909433789,C,3,-0.67429129523300013,B,4,0.080876683600570543,F,1
FL,12,Florida,12039,Gadsden County,45894,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,C,3,-0.36986668479335433,D,2,-0.56084369929691724,D,2,-0.96182921175453262,A,5
FL,12,Florida,12085,Martin County,160912,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,D+,2.3,-0.45954586179808959,C,3,-0.63336247548514935,C,3,0.077467635263711365,F,1
FL,12,Florida,12009,Brevard County,596849,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,C-,2.7,-0.42882754639807885,C,3,-0.65597666971899171,B,4,1.0553242266969436,F,1
FL,12,Florida,12047,Hamilton County,14310,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,C,3,-0.12587679678564798,F,1,,,,-0.96911245418237058,A,5
FL,12,Florida,12057,Hillsborough County,1436888,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,C-,2.7,-0.45745114567211304,C,3,-0.68728767503603772,B,4,3.3763779975054051,F,1
FL,12,Florida,12005,Bay County,185287,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,D,2,-0.37494144334799617,D,2,-0.63438485503257036,C,3,0.15291835823266275,F,1
FL,12,Florida,12035,Flagler County,112067,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,D,2,-0.35034277071004771,D,2,-0.605868273589953,C,3,-0.17994319172566453,F,1
FL,12,Florida,12109,St. Johns County,254261,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,C,3,-0.44342719906079031,C,3,-0.79513772899599666,A,5,1.023954192123874,F,1
FL,12,Florida,12095,Orange County,1380645,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,C+,3.3,-0.5933281209181005,B,4,-0.82693321061820591,A,5,4.122644295829871,F,1
FL,12,Florida,12033,Escambia County,315534,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,D,2,-0.38075020115623237,D,2,-0.64845654961869315,C,3,1.6788931385122323,F,1
FL,12,Florida,12107,Putnam County,74163,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,D-,1.7,-0.32729221432932232,D,2,-0.281615302869288,F,1,-0.68193286456564373,D,2
FL,12,Florida,12075,Levy County,40770,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,D,2,-0.2114783582778885,F,1,-0.5072181670721817,F,1,-0.90416566978017965,B,4
FL,12,Florida,12083,Marion County,359977,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,D-,1.7,-0.25107360903117526,D,2,-0.58683958850943463,D,2,-0.1705152056774254,F,1
FL,12,Florida,12085,Martin County,160912,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,C-,2.7,-0.43381402599960456,C,3,-0.66461567889820516,B,4,0.14735985477498348,F,1
FL,12,Florida,12017,Citrus County,147929,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,F,1.3,-0.37633135397889739,D,2,-0.45480784470749186,F,1,-0.32216343774230038,F,1
FL,12,Florida,12101,Pasco County,539630,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,D,2,-0.40351498669350649,C,3,-0.594458520106542,D,2,2.4699307988910437,F,1
FL,12,Florida,12035,Flagler County,112067,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,D,2,-0.34537962357791219,D,2,-0.60502547413908081,C,3,-0.1695314630272482,F,1
FL,12,Florida,12109,St. Johns County,254261,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,C,3,-0.47314058015737076,C,3,-0.85436441478720426,A,5,1.3686487121411357,F,1
FL,12,Florida,12063,Jackson County,48305,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,D+,2.3,-0.25533910767938028,D,2,-0.353435295982249,F,1,-0.86352263869962131,B,4
FL,12,Florida,12021,Collier County,378488,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,C,3,-0.50168009024306115,C,3,-0.65586642448086807,B,4,-0.61268077351975436,D,2
FL,12,Florida,12091,Okaloosa County,207269,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,D+,2.3,-0.4461543784589464,C,3,-0.64101025380333032,C,3,-0.024860056600704561,F,1
FL,12,Florida,12039,Gadsden County,45894,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,B-,3.7,-0.30422377341797269,D,2,-0.69021739130434778,B,4,-0.95394087434444752,A,5
FL,12,Florida,12093,Okeechobee County,41537,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,C,3,-0.27265989851518252,D,2,-0.60838360723944251,C,3,-0.83520403317966441,B,4
FL,12,Florida,12127,Volusia County,547538,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,C,3,-0.44978246672903355,C,3,-0.718612609120173,A,5,0.97790811996636973,F,1
FL,12,Florida,12013,Calhoun County,14587,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,B-,3.5,-0.30044650506690579,D,2,,,,-0.97421673229102024,A,5
FL,12,Florida,12049,Hardee County,27245,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,D+,2.3,-0.28121090031423923,D,2,-0.378727191811304,F,1,-0.89436054843176949,B,4
FL,12,Florida,12065,Jefferson County,14288,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,D+,2.3,-0.19459975060847112,F,1,-0.39574356965661311,F,1,-0.98236235904452618,A,5
FL,12,Florida,12119,Sumter County,128754,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,D-,1.7,-0.39352449956375257,D,2,-0.54260935990473835,F,1,-0.43843672521192967,D,2
FL,12,Florida,12041,Gilchrist County,18256,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,D+,2.3,-0.28206085811776671,D,2,-0.36890951276102091,F,1,-0.93620195439634057,B,4
FL,12,Florida,12015,Charlotte County,184998,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,D-,1.7,-0.41869503229991556,C,3,-0.532141767435885,F,1,0.10592057789621445,F,1
FL,12,Florida,12105,Polk County,708009,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,D,2,-0.31577597313712719,D,2,-0.62648589647842823,C,3,0.52904810869811247,F,1
FL,12,Florida,12129,Wakulla County,32461,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,D,2,-0.16945577707161807,F,1,-0.54168866701867235,F,1,-0.83415857791922077,B,4
FL,12,Florida,12055,Highlands County,105424,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,D+,2.3,-0.2761423679634461,D,2,-0.60732912335525124,C,3,-0.68876559699727924,D,2
FL,12,Florida,12097,Osceola County,367990,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,C+,3.3,-0.645899218326565,B,4,-0.77911280405506733,A,5,-0.20822224025844049,F,1
FL,12,Florida,12123,Taylor County,21623,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,D+,2.3,-0.20511987816645261,F,1,-0.44799730730393805,F,1,-0.96241811680445,A,5
FL,12,Florida,12089,Nassau County,85832,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,D-,1.7,-0.33753414453223263,D,2,-0.58633596865598547,D,2,-0.3435528738382726,F,1
FL,12,Florida,12033,Escambia County,315534,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,D+,2.3,-0.353300921685101,D,2,-0.6538503201670941,B,4,1.5588607642278549,F,1
FL,12,Florida,12059,Holmes County,19477,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,C-,2.7,-0.31920537575674307,D,2,-0.4626214554828475,F,1,-0.96152982816234356,A,5
FL,12,Florida,12117,Seminole County,467832,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,C-,2.7,-0.53497558410077384,C,3,-0.66902663177377941,B,4,4.9059094963868146,F,1
FL,12,Florida,12029,Dixie County,16700,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,C,3,-0.21886168638752704,F,1,,,,-0.98445387800050166,A,5
FL,12,Florida,12027,DeSoto County,37489,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,D+,2.3,-0.25909808046701677,D,2,-0.45785123966942148,F,1,-0.89410026838964718,B,4
FL,12,Florida,12125,Union County,14940,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,C-,2.5,-0.055505261752896613,F,1,,,,-0.93948847813691261,B,4
FL,12,Florida,12091,Okaloosa County,207269,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,D,2,-0.35006794736494296,D,2,-0.640586272359593,C,3,0.012826836952960274,F,1
FL,12,Florida,12095,Orange County,1380645,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,C+,3.3,-0.66133436254496425,B,4,-0.85301332709678357,A,5,3.026761594520881,F,1
FL,12,Florida,12001,Alachua County,269956,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,C,3,-0.45014305343024635,C,3,-0.73823040835326115,A,5,-0.20798806384809776,F,1
FL,12,Florida,12031,Duval County,950181,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,C-,2.7,-0.41224683672566192,C,3,-0.65285268453641132,B,4,3.6184616099141094,F,1
FL,12,Florida,12009,Brevard County,596849,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,D+,2.3,-0.486156714388585,C,3,-0.63377185694997773,C,3,1.0696541541484645,F,1
FL,12,Florida,12093,Okeechobee County,41537,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,C+,3.3,-0.19477169094022528,F,1,-0.74183662905062631,A,5,-0.820569086966294,B,4
FL,12,Florida,12061,Indian River County,157413,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,C-,2.7,-0.45086900809529096,C,3,-0.66670315436119165,B,4,-0.12599523419573588,F,1
FL,12,Florida,12013,Calhoun County,14587,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,B-,3.5,-0.39318699761030385,D,2,,,,-0.97814174417322708,A,5
FL,12,Florida,12073,Leon County,292502,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,C,3,-0.4294152302014676,C,3,-0.73071573081927232,A,5,0.441617365181066,F,1
FL,12,Florida,12111,St. Lucie County,321128,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,D-,1.7,-0.41579564247994344,C,3,-0.54689641154756519,F,1,0.8538929674096174,F,1
FL,12,Florida,12133,Washington County,24880,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,D+,2.3,-0.357023833198924,D,2,-0.28722247104741189,F,1,-0.89905438332554,B,4
FL,12,Florida,12065,Jefferson County,14288,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,C+,3.3,-0.28367863917899827,D,2,-0.60952380952380958,C,3,-0.98219438151161687,A,5
FL,12,Florida,12021,Collier County,378488,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,C,3,-0.495926308065919,C,3,-0.68711715415278452,B,4,-0.59625259935821107,D,2
FL,12,Florida,12055,Highlands County,105424,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,D,2,-0.33202420058207044,D,2,-0.54871343743127332,F,1,-0.75900841835789334,C,3
FL,12,Florida,12045,Gulf County,16164,2020-04-19 19:12:51.786594 UTC,2020-04-17,6,POST,B-,3.5,-0.267936350441731,D,2,,,,-0.96206124908047852,A,5
FL,12,Florida,12125,Union County,14940,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,C,3,-0.15184715297960957,F,1,,,,-0.95252727034788742,A,5
FL,12,Florida,12131,Walton County,71375,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,B-,3.7,-0.47303829462598068,C,3,-0.75757279496830754,A,5,-0.77833798592059633,C,3
FL,12,Florida,12075,Levy County,40770,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,D+,2.3,-0.26289297054000882,D,2,-0.51178814155144126,F,1,-0.89247910554519694,B,4
FL,12,Florida,12037,Franklin County,11736,2020-04-19 19:12:51.786594 UTC,2020-04-18,7,POST,B,4,-0.49776375047822585,C,3,,,,-0.97750334241243508,A,5
